Violation ID,Timestamp,Location,Violation Type,Vehicle Type,Severity,Violation_Type_Code
VIO-001640,2025-07-12 07:36:54,"28.1600,-160.6509",SPEEDING,Bus,5.0,3
VIO-001641,2026-10-30 11:00:00,"63.4219,99.2274",RED LIGHT,Motorcycle,3.0,5
VIO-001642,2024-12-06 10:03:45,"71.3591,84.6742",ILLEGAL TURN,Truck,1.0,4
VIO-001643,2025-07-26 09:28:35,"51.4404,120.1716",SPEEDING,Motorcycle,2.0,3
VIO-001644,2024-10-20 19:01:32,"-89.1438,-96.8899",RED LIGHT,Truck,1.0,5
VIO-001645,2025-01-12 03:28:45,"42.5514,-116.9061",NO SIGNAL,Van,3.0,2
VIO-001646,2025-07-30 10:41:57,"70.3155,144.7391",SPEEDING,Van,5.0,3
VIO-001648,2025-08-30 21:40:38,UNKNOWN,ILLEGAL PARKING,Truck,1.0,1
VIO-001649,2024-11-09 21:03:05,"-12.8720,-126.0374",ILLEGAL PARKING,Sedan,5.0,1
VIO-001650,2025-09-13 20:36:58,"4.8801,63.6426",RED LIGHT,Sedan,1.0,5
VIO-001651,2025-03-23 15:25:07,"33.4506,120.8416",ILLEGAL TURN,Bus,5.0,4
VIO-001652,2024-12-12 06:39:25,"-74.6171,150.2243",RED LIGHT,Van,5.0,5
VIO-001653,2024-10-22 08:27:42,"50.6890,-174.4759",ILLEGAL PARKING,Truck,1.0,1
VIO-001654,2024-12-07 23:14:01,"28.8604,-51.2131",ILLEGAL PARKING,Truck,3.0,1
VIO-001655,2025-03-18 23:37:00,"39.8198,150.2471",SPEEDING,Sedan,2.0,3
VIO-001656,2025-03-12 08:24:50,"-18.5766,8.9535",RED LIGHT,Truck,1.0,5
VIO-001657,2025-08-04 14:22:22,"18.1828,-120.9755",ILLEGAL PARKING,Sedan,5.0,1
VIO-001658,2024-11-28 21:11:57,"-57.3851,179.2794",RED LIGHT,Bus,4.0,5
VIO-001660,2025-06-25 11:57:56,"59.8353,-6.8326",NO SIGNAL,Sedan,4.0,2
VIO-001662,2024-12-03 16:45:06,"35.1942,-145.8267",ILLEGAL PARKING,Motorcycle,3.0,1
VIO-001663,2024-12-05 20:21:09,"-79.9792,-163.1310",SPEEDING,Sedan,4.0,3
VIO-001664,2025-04-04 16:13:12,"23.3756,67.7444",NO SIGNAL,Sedan,4.0,2
VIO-001665,2025-07-17 03:21:34,"-70.4287,-107.2009",RED LIGHT,Truck,2.0,5
VIO-001666,2025-04-01 08:58:00,"43.4047,20.3494",RED LIGHT,Van,1.0,5
VIO-001667,2025-09-10 10:53:00,"11.3127,82.8273",ILLEGAL PARKING,Truck,1.0,1
VIO-001668,2025-03-24 08:57:43,UNKNOWN,ILLEGAL TURN,Truck,5.0,4
VIO-001669,2025-03-06 19:19:53,"2.1084,-82.5659",NO SIGNAL,Sedan,3.0,2
VIO-001670,2025-04-03 15:20:34,"-62.5022,76.2273",NO SIGNAL,Sedan,4.0,2
VIO-001672,2025-06-16 01:35:10,"43.9277,-43.0764",NO SIGNAL,Motorcycle,2.0,2
VIO-001673,2025-09-19 02:03:36,"-58.9108,-153.0980",ILLEGAL PARKING,Van,5.0,1
VIO-001674,2025-08-15 12:36:29,"7.0178,-177.7438",SPEEDING,Motorcycle,3.0,3
VIO-001675,2025-04-02 02:42:09,"21.1499,-53.1375",ILLEGAL TURN,Sedan,5.0,4
VIO-001676,2025-09-30 04:42:26,"80.7668,-124.6570",ILLEGAL PARKING,Motorcycle,5.0,1
VIO-001677,2025-06-28 16:23:52,"21.9807,-43.4709",ILLEGAL PARKING,Sedan,1.0,1
VIO-001679,2025-05-28 12:31:21,"60.7912,-144.5450",ILLEGAL PARKING,Bus,3.0,1
VIO-001680,2024-10-27 03:21:59,"52.3552,-59.5986",SPEEDING,Van,5.0,3
VIO-001681,2025-09-30 03:03:09,"69.1722,-133.7404",ILLEGAL PARKING,Sedan,3.0,1
VIO-001682,2024-10-25 18:03:12,"84.6934,-17.3639",RED LIGHT,Sedan,4.0,5
VIO-001685,2024-11-26 02:55:20,UNKNOWN,NO SIGNAL,Sedan,2.0,2
VIO-001687,2025-02-20 19:03:51,"-61.3980,131.8425",RED LIGHT,Sedan,1.0,5
VIO-001688,2025-01-11 03:00:11,"38.2673,50.9366",SPEEDING,Sedan,3.0,3
VIO-001689,2025-07-12 23:59:19,"-75.6882,3.0611",NO SIGNAL,Van,3.0,2
VIO-001690,2025-05-31 01:43:15,"26.1676,-121.7408",ILLEGAL TURN,Truck,2.0,4
VIO-001691,2025-05-26 10:55:09,"-73.7025,93.0472",ILLEGAL PARKING,Bus,2.0,1
VIO-001692,2024-11-07 21:38:20,"-46.5373,-88.4111",ILLEGAL TURN,Van,2.0,4
VIO-001693,2024-12-27 19:52:31,"22.8414,-1.3968",RED LIGHT,Motorcycle,3.0,5
VIO-001694,2025-05-31 11:49:34,"-88.2582,-115.8400",NO SIGNAL,Bus,3.0,2
VIO-001695,2025-06-30 16:12:35,"-8.4664,-158.0638",RED LIGHT,Bus,3.0,5
VIO-001696,2025-02-16 10:04:06,"-26.7717,-106.7826",ILLEGAL PARKING,Truck,3.0,1
VIO-001697,2025-09-08 10:03:09,"35.1718,-15.3347",ILLEGAL TURN,Bus,1.0,4
VIO-001698,2025-08-11 00:05:14,"74.8015,159.5782",ILLEGAL TURN,Motorcycle,4.0,4
VIO-001699,2025-04-25 13:09:44,"-85.8708,58.1641",ILLEGAL PARKING,Bus,5.0,1
VIO-001701,2025-01-15 04:48:42,UNKNOWN,NO SIGNAL,Van,5.0,2
VIO-001703,2025-04-19 07:23:53,"18.2034,63.3516",ILLEGAL PARKING,Bus,1.0,1
VIO-001704,2025-04-25 12:04:57,"-36.7555,-139.4812",SPEEDING,Motorcycle,5.0,3
VIO-001705,2025-09-17 10:14:52,UNKNOWN,RED LIGHT,Truck,2.0,5
VIO-001706,2025-06-15 04:29:13,"-53.5104,87.5982",RED LIGHT,Motorcycle,3.0,5
VIO-001707,2025-07-27 09:36:42,"17.4871,104.4611",SPEEDING,Sedan,4.0,3
VIO-001709,2024-12-08 15:11:55,"36.9625,155.6190",SPEEDING,Truck,4.0,3
VIO-001710,2025-05-31 03:57:00,"82.8720,153.6462",NO SIGNAL,Bus,5.0,2
VIO-001711,2025-04-17 00:18:40,UNKNOWN,SPEEDING,Motorcycle,2.0,3
VIO-001712,2025-05-02 08:53:01,UNKNOWN,ILLEGAL PARKING,Van,2.0,1
VIO-001713,2025-07-13 08:05:28,"72.1122,-77.5486",ILLEGAL PARKING,Truck,1.0,1
VIO-001714,2024-11-27 21:46:23,"-31.5331,-118.4512",SPEEDING,Sedan,4.0,3
VIO-001715,2025-10-03 17:17:09,"-49.5165,147.3834",ILLEGAL PARKING,Van,1.0,1
VIO-001716,2025-05-08 15:43:05,"60.8538,-117.1368",SPEEDING,Sedan,2.0,3
VIO-001717,2024-11-04 15:22:25,"-35.8229,-78.5837",SPEEDING,Van,2.0,3
VIO-001718,2025-10-04 09:35:21,"35.3584,52.3274",ILLEGAL TURN,Van,3.0,4
VIO-001719,2025-05-23 06:32:02,UNKNOWN,ILLEGAL PARKING,Van,3.0,1
VIO-001720,2025-08-19 02:11:58,"-36.1617,-10.8851",SPEEDING,Sedan,2.0,3
VIO-001721,2025-08-08 05:26:33,"-19.5455,154.2908",ILLEGAL PARKING,Van,5.0,1
VIO-001722,2025-09-12 13:41:29,"44.8505,-147.9410",ILLEGAL TURN,Motorcycle,5.0,4
VIO-001723,2024-12-31 02:01:12,"69.4972,11.5756",NO SIGNAL,Van,5.0,2
VIO-001724,2025-01-31 15:41:20,"-11.3370,-64.2754",NO SIGNAL,Motorcycle,2.0,2
VIO-001725,2026-10-30 11:00:00,"72.6990,-34.3702",RED LIGHT,Sedan,4.0,5
VIO-001726,2025-07-14 22:34:58,"-71.5502,-95.7275",NO SIGNAL,Motorcycle,3.0,2
VIO-001728,2024-10-27 23:23:21,"-49.7811,-122.5711",SPEEDING,Bus,1.0,3
VIO-001729,2024-11-06 05:20:36,"29.6455,159.5938",ILLEGAL TURN,Truck,4.0,4
VIO-001730,2025-03-07 14:35:45,"-77.4315,62.7986",ILLEGAL TURN,Van,1.0,4
VIO-001731,2024-12-13 11:42:48,"-28.8312,-90.4757",NO SIGNAL,Bus,4.0,2
VIO-001732,2025-05-02 17:07:59,"-23.1979,-102.8701",ILLEGAL PARKING,Bus,2.0,1
VIO-001733,2024-11-20 00:47:19,"74.9283,94.7573",ILLEGAL TURN,Motorcycle,1.0,4
VIO-001734,2025-07-24 11:15:55,"22.4297,133.7027",SPEEDING,Sedan,3.0,3
VIO-001735,2025-08-30 07:58:24,UNKNOWN,NO SIGNAL,Truck,3.0,2
VIO-001737,2025-05-12 05:40:20,"-65.0728,108.2038",ILLEGAL TURN,Motorcycle,2.0,4
VIO-001738,2025-02-25 10:40:23,"-3.7330,-24.2417",NO SIGNAL,Bus,2.0,2
VIO-001739,2024-11-07 22:52:44,"-50.6463,68.1176",SPEEDING,Motorcycle,4.0,3
VIO-001740,2025-07-03 20:31:42,"60.1206,-110.1339",SPEEDING,Motorcycle,5.0,3
VIO-001741,2025-01-28 04:00:10,"6.2237,-31.7187",ILLEGAL TURN,Truck,1.0,4
VIO-001742,2024-11-28 14:09:14,"78.8952,66.7069",ILLEGAL TURN,Sedan,1.0,4
VIO-001743,2025-05-15 04:38:11,"-68.4822,69.1032",ILLEGAL PARKING,Truck,1.0,1
VIO-001744,2025-05-29 16:20:39,"46.7273,-81.8941",RED LIGHT,Sedan,3.0,5
VIO-001745,2025-06-09 03:13:56,"-13.8832,54.3593",NO SIGNAL,Van,2.0,2
VIO-001746,2025-04-22 19:20:51,"-53.3331,168.2027",SPEEDING,Truck,1.0,3
VIO-001747,2024-09-11 06:06:11,"-24.6260,-84.3840",ILLEGAL PARKING,Truck,2.0,1
VIO-001748,2025-02-11 22:35:03,"-63.9123,19.8554",ILLEGAL TURN,Bus,2.0,4
VIO-001749,2025-06-11 02:27:53,"26.4959,-23.0625",NO SIGNAL,Sedan,5.0,2
VIO-001750,2025-05-18 12:54:42,"-21.0527,91.9165",RED LIGHT,Truck,2.0,5
VIO-001751,2025-05-20 13:37:40,"20.3231,-6.7976",ILLEGAL TURN,Truck,1.0,4
VIO-001752,2024-12-03 05:33:05,"-64.3864,-87.7189",ILLEGAL PARKING,Truck,2.0,1
VIO-001753,2025-01-30 16:44:21,"4.5793,-174.3794",SPEEDING,Motorcycle,2.0,3
VIO-001754,2024-12-12 08:05:47,"38.0726,-78.1108",ILLEGAL TURN,Truck,4.0,4
VIO-001755,2024-12-25 19:20:36,"-9.5432,-174.6238",ILLEGAL PARKING,Truck,4.0,1
VIO-001756,2025-10-17 08:30:33,"-46.1434,-98.0787",RED LIGHT,Van,4.0,5
VIO-001757,2025-01-12 04:17:16,"-60.6473,53.2909",NO SIGNAL,Truck,3.0,2
VIO-001758,2025-10-12 23:09:03,"33.9679,141.0891",ILLEGAL PARKING,Motorcycle,1.0,1
VIO-001759,2025-01-22 23:05:01,"-49.8465,98.8757",ILLEGAL TURN,Van,3.0,4
VIO-001760,2025-05-27 20:34:58,"-4.1017,19.5599",ILLEGAL TURN,Motorcycle,3.0,4
VIO-001761,2025-01-11 07:49:33,"1.0222,-162.3409",ILLEGAL PARKING,Motorcycle,4.0,1
VIO-001762,2025-07-13 09:25:24,"29.4712,-91.9196",NO SIGNAL,Motorcycle,2.0,2
VIO-001763,2025-05-19 09:29:36,"88.6159,-76.3424",ILLEGAL TURN,Motorcycle,3.0,4
VIO-001764,2025-05-20 01:02:12,"-40.0717,-5.5312",ILLEGAL TURN,Bus,3.0,4
VIO-001765,2025-03-06 01:55:08,"-28.6528,-77.3501",NO SIGNAL,Van,4.0,2
VIO-001766,2025-03-16 01:05:54,"43.5244,124.8648",ILLEGAL PARKING,Truck,3.0,1
VIO-001767,2024-12-10 20:33:27,"73.8596,125.2077",NO SIGNAL,Sedan,3.0,2
VIO-001768,2025-06-06 09:12:07,"-46.8289,118.9754",ILLEGAL TURN,Bus,2.0,4
VIO-001769,2025-03-06 00:47:57,"-20.8829,54.6481",ILLEGAL TURN,Motorcycle,4.0,4
VIO-001770,2024-12-19 19:46:30,"65.0270,160.6589",NO SIGNAL,Van,3.0,2
VIO-001771,2025-06-10 10:31:19,"-42.9962,-36.1725",ILLEGAL PARKING,Van,4.0,1
VIO-001772,2025-07-18 05:35:40,"-33.9412,105.1041",ILLEGAL PARKING,Bus,5.0,1
VIO-001773,2025-03-16 02:09:01,"-19.3718,-59.1232",NO SIGNAL,Sedan,1.0,2
VIO-001774,2025-09-23 08:34:46,"63.6923,-58.9654",RED LIGHT,Sedan,1.0,5
VIO-001775,2025-08-04 17:39:26,"-54.0364,-79.9562",SPEEDING,Van,5.0,3
VIO-001778,2025-03-30 17:52:46,"30.4797,30.3358",RED LIGHT,Sedan,4.0,5
VIO-001779,2025-03-03 21:34:46,"-31.8458,-168.5305",ILLEGAL TURN,Van,1.0,4
VIO-001780,2025-08-04 20:51:28,"1.1460,66.8984",NO SIGNAL,Sedan,5.0,2
VIO-001781,2025-09-29 17:51:52,"73.4485,134.5504",NO SIGNAL,Motorcycle,5.0,2
VIO-001782,2025-06-20 11:12:23,"-22.6699,5.2232",ILLEGAL PARKING,Bus,5.0,1
VIO-001783,2025-05-22 07:27:06,"-72.2316,-51.7852",RED LIGHT,Motorcycle,1.0,5
VIO-001784,2025-07-28 21:36:45,"-24.9639,92.7876",RED LIGHT,Bus,4.0,5
VIO-001786,2024-10-29 18:11:50,"-46.7489,-148.3848",SPEEDING,Motorcycle,2.0,3
VIO-001787,2026-10-30 11:00:00,"-34.7091,68.0922",RED LIGHT,Truck,4.0,5
VIO-001788,2024-12-04 23:43:58,"-49.5117,-125.3303",ILLEGAL TURN,Truck,2.0,4
VIO-001789,2025-01-31 23:19:19,"-80.8225,77.6081",SPEEDING,Bus,3.0,3
VIO-001791,2025-01-14 16:49:10,"1.3857,-15.8754",SPEEDING,Motorcycle,3.0,3
VIO-001792,2025-09-02 04:54:16,"-64.1138,32.0176",ILLEGAL TURN,Truck,5.0,4
VIO-001793,2025-03-30 02:43:36,"-35.1610,-27.0996",SPEEDING,Motorcycle,2.0,3
VIO-001794,2025-07-29 18:17:50,"24.5883,-141.5078",ILLEGAL TURN,Bus,4.0,4
VIO-001795,2025-01-08 16:34:34,"49.0467,95.6799",SPEEDING,Motorcycle,4.0,3
VIO-001796,2025-01-04 22:22:24,"-36.2495,131.7791",RED LIGHT,Bus,4.0,5
VIO-001797,2025-09-11 09:26:13,"-1.7359,-38.6490",NO SIGNAL,Van,3.0,2
VIO-001798,2025-08-16 07:02:27,"63.2883,147.3717",ILLEGAL PARKING,Bus,2.0,1
VIO-001799,2025-07-16 17:54:56,UNKNOWN,SPEEDING,Motorcycle,3.0,3
VIO-001800,2024-10-23 04:11:13,"-56.1685,60.9054",ILLEGAL PARKING,Bus,1.0,1
VIO-001801,2024-10-30 00:20:54,"59.4166,-171.8307",ILLEGAL PARKING,Bus,2.0,1
VIO-001802,2025-05-28 21:09:33,"-69.0185,92.3721",ILLEGAL PARKING,Sedan,2.0,1
VIO-001804,2024-12-03 16:54:26,"1.4809,-107.7617",ILLEGAL PARKING,Bus,1.0,1
VIO-001805,2025-02-23 07:40:09,"39.5438,-59.8580",ILLEGAL TURN,Bus,5.0,4
VIO-001806,2025-06-08 16:13:26,"65.8239,11.1388",ILLEGAL PARKING,Bus,1.0,1
VIO-001807,2024-11-01 19:43:01,"30.9854,156.2945",ILLEGAL PARKING,Sedan,5.0,1
VIO-001808,2024-10-18 18:24:34,"86.2542,158.5344",RED LIGHT,Bus,4.0,5
VIO-001809,2025-01-31 23:03:21,"-39.2262,97.7839",RED LIGHT,Motorcycle,5.0,5
VIO-001810,2025-05-05 13:54:20,"4.3619,31.0654",RED LIGHT,Truck,2.0,5
VIO-001811,2025-08-10 02:17:00,"-34.6472,-4.2385",SPEEDING,Motorcycle,1.0,3
VIO-001813,2024-11-13 21:32:40,"12.5713,-14.5215",SPEEDING,Bus,5.0,3
VIO-001814,2024-10-28 20:10:40,"-17.8878,-129.8307",ILLEGAL PARKING,Truck,5.0,1
VIO-001815,2025-04-24 02:08:53,"54.9296,171.8353",NO SIGNAL,Sedan,5.0,2
VIO-001817,2025-05-27 14:17:58,"-41.4380,37.7247",ILLEGAL TURN,Van,3.0,4
VIO-001818,2024-12-04 12:30:50,"-72.4327,-166.7025",RED LIGHT,Motorcycle,2.0,5
VIO-001819,2024-11-17 22:23:38,"77.4856,166.5077",RED LIGHT,Bus,5.0,5
VIO-001820,2025-04-05 19:45:58,"73.1736,-105.8966",ILLEGAL PARKING,Sedan,1.0,1
VIO-001821,2025-09-29 08:31:04,"-84.8064,176.2816",ILLEGAL PARKING,Bus,3.0,1
VIO-001822,2025-10-02 03:05:24,"89.7192,-46.6976",ILLEGAL TURN,Motorcycle,2.0,4
VIO-001824,2025-09-18 07:52:55,"-29.8479,-63.0485",RED LIGHT,Bus,5.0,5
VIO-001825,2024-12-21 12:42:34,"-85.5124,170.7083",ILLEGAL PARKING,Van,2.0,1
VIO-001826,2025-04-12 22:39:10,"-13.6141,164.0989",ILLEGAL TURN,Sedan,2.0,4
VIO-001827,2025-05-31 13:43:00,UNKNOWN,ILLEGAL TURN,Van,2.0,4
VIO-001828,2025-06-22 19:14:04,"84.7082,-39.2958",ILLEGAL PARKING,Motorcycle,4.0,1
VIO-001829,2025-04-03 03:09:27,"89.0463,119.9826",ILLEGAL TURN,Van,3.0,4
VIO-001830,2026-10-30 11:00:00,"-24.0250,-123.1515",SPEEDING,Van,5.0,3
VIO-001831,2024-11-28 16:16:46,"-79.3697,-41.0081",ILLEGAL PARKING,Truck,4.0,1
VIO-001834,2025-02-03 09:15:35,"13.0403,131.3130",RED LIGHT,Bus,2.0,5
VIO-001835,2025-03-28 02:14:02,"10.4004,179.5729",RED LIGHT,Motorcycle,5.0,5
VIO-001836,2025-04-06 12:24:31,"76.4090,130.1827",SPEEDING,Van,1.0,3
VIO-001839,2025-04-26 12:30:32,"-9.9734,-153.8526",NO SIGNAL,Truck,1.0,2
VIO-001840,2025-06-16 12:17:41,UNKNOWN,SPEEDING,Truck,1.0,3
VIO-001841,2025-04-09 04:14:24,"57.2236,159.0201",ILLEGAL PARKING,Motorcycle,1.0,1
VIO-001842,2025-05-08 06:33:18,"-31.6249,40.5482",SPEEDING,Truck,2.0,3
VIO-001843,2024-11-18 12:01:18,"68.3335,-129.4423",SPEEDING,Sedan,2.0,3
VIO-001844,2026-10-30 11:00:00,"-78.3335,42.7435",ILLEGAL TURN,Van,3.0,4
VIO-001845,2025-06-24 10:31:16,"-56.2568,10.9388",NO SIGNAL,Bus,2.0,2
VIO-001846,2025-01-30 10:18:26,UNKNOWN,SPEEDING,Bus,1.0,3
VIO-001847,2024-12-26 06:05:52,"28.4440,-149.7555",NO SIGNAL,Truck,3.0,2
VIO-001848,2025-05-02 02:49:37,"-68.2418,172.7265",ILLEGAL TURN,Bus,3.0,4
VIO-001850,2025-07-06 15:35:58,"-72.6447,-3.2905",SPEEDING,Van,3.0,3
VIO-001851,2025-03-12 17:08:02,"-79.6621,80.2447",NO SIGNAL,Van,1.0,2
VIO-001853,2025-02-02 14:15:47,"-41.6284,-78.4956",SPEEDING,Sedan,3.0,3
VIO-001854,2025-03-08 11:44:15,"-63.3331,49.6644",NO SIGNAL,Bus,4.0,2
VIO-001855,2024-10-30 13:46:21,"-88.3602,-152.5138",ILLEGAL TURN,Motorcycle,4.0,4
VIO-001856,2025-05-30 00:07:00,"-57.6051,-102.8581",ILLEGAL TURN,Sedan,1.0,4
VIO-001857,2024-11-10 18:00:53,"-64.4630,20.8203",ILLEGAL TURN,Van,5.0,4
VIO-001858,2025-07-11 01:54:44,"-69.3094,-154.1153",SPEEDING,Van,5.0,3
VIO-001859,2025-07-29 04:58:23,"77.6467,-135.5542",NO SIGNAL,Van,3.0,2
VIO-001860,2025-10-07 07:46:03,"26.7574,-12.8477",SPEEDING,Van,5.0,3
VIO-001862,2025-05-25 20:17:27,"-18.9583,12.1486",RED LIGHT,Sedan,1.0,5
VIO-001863,2026-10-30 11:00:00,UNKNOWN,ILLEGAL PARKING,Bus,2.0,1
VIO-001864,2025-04-03 17:29:50,UNKNOWN,RED LIGHT,Sedan,5.0,5
VIO-001865,2025-10-08 15:34:36,"-57.6648,-5.7683",ILLEGAL TURN,Truck,3.0,4
VIO-001866,2025-04-08 13:05:10,"51.7325,-76.4105",NO SIGNAL,Van,2.0,2
VIO-001867,2025-08-14 03:54:15,"73.6588,110.9608",ILLEGAL TURN,Sedan,2.0,4
VIO-001869,2024-11-16 15:26:03,"78.1621,-156.2550",NO SIGNAL,Motorcycle,4.0,2
VIO-001870,2025-03-30 12:20:32,UNKNOWN,RED LIGHT,Motorcycle,4.0,5
VIO-001871,2025-08-06 22:54:33,"-35.2443,21.9498",ILLEGAL TURN,Truck,5.0,4
VIO-001872,2024-11-04 18:06:23,"43.0475,-146.3515",NO SIGNAL,Motorcycle,2.0,2
VIO-001873,2025-05-03 06:34:59,"-24.9735,51.8633",ILLEGAL TURN,Bus,5.0,4
VIO-001874,2025-06-07 00:26:02,"29.4775,110.1249",ILLEGAL PARKING,Sedan,5.0,1
VIO-001876,2025-01-17 17:41:17,"-58.6268,36.8245",ILLEGAL PARKING,Motorcycle,5.0,1
VIO-001877,2025-03-22 22:50:34,"6.0700,179.6145",ILLEGAL TURN,Motorcycle,2.0,4
VIO-001878,2025-03-03 17:35:37,"-27.3719,-59.8047",ILLEGAL TURN,Bus,5.0,4
VIO-001879,2024-10-25 10:04:05,"-19.1467,97.6886",NO SIGNAL,Truck,2.0,2
VIO-001880,2025-07-24 12:30:34,"-30.6520,49.6106",ILLEGAL PARKING,Truck,5.0,1
VIO-001881,2024-11-12 05:12:31,"-72.3237,-159.4142",RED LIGHT,Van,2.0,5
VIO-001882,2025-07-15 12:21:39,"-2.2143,88.5677",ILLEGAL PARKING,Motorcycle,3.0,1
VIO-001883,2025-03-08 03:24:20,"-15.3616,-139.1511",ILLEGAL TURN,Sedan,2.0,4
VIO-001884,2025-03-09 23:17:12,"76.4647,-138.2004",ILLEGAL PARKING,Bus,3.0,1
VIO-001885,2025-04-23 09:39:54,"85.1829,-20.7927",ILLEGAL TURN,Bus,4.0,4
VIO-001886,2025-09-20 01:11:34,"31.6314,48.2815",ILLEGAL TURN,Motorcycle,1.0,4
VIO-001887,2025-01-13 16:16:35,"-82.2845,-146.6199",NO SIGNAL,Truck,3.0,2
VIO-001888,2024-10-27 03:45:33,"-65.4585,121.8845",SPEEDING,Bus,2.0,3
VIO-001889,2025-07-18 10:15:22,"-25.6326,135.0938",ILLEGAL PARKING,Van,2.0,1
VIO-001890,2025-02-03 14:20:13,"-62.7949,59.9501",SPEEDING,Truck,4.0,3
VIO-001891,2026-10-30 11:00:00,"-37.2509,162.4283",ILLEGAL TURN,Motorcycle,1.0,4
VIO-001893,2025-09-15 05:57:36,"68.2283,124.5221",RED LIGHT,Bus,1.0,5
VIO-001894,2024-12-11 03:28:41,"-5.8059,174.8762",NO SIGNAL,Van,3.0,2
VIO-001895,2025-04-18 00:27:27,"-22.7978,66.1709",NO SIGNAL,Sedan,3.0,2
VIO-001897,2025-04-15 01:42:54,"81.4121,166.6030",RED LIGHT,Motorcycle,1.0,5
VIO-001898,2025-08-29 11:29:32,"45.1505,9.6601",ILLEGAL PARKING,Van,3.0,1
VIO-001899,2024-11-05 01:19:46,"44.8382,67.4133",ILLEGAL PARKING,Motorcycle,1.0,1
VIO-001900,2025-04-09 16:26:48,"-24.0053,123.6059",ILLEGAL PARKING,Bus,5.0,1
VIO-001901,2024-12-10 18:14:34,"-64.7118,-49.9393",RED LIGHT,Truck,5.0,5
VIO-001902,2025-08-28 09:50:29,"89.9838,94.8926",SPEEDING,Motorcycle,1.0,3
VIO-001903,2025-08-13 00:43:11,"-37.1421,10.3418",ILLEGAL PARKING,Bus,2.0,1
VIO-001904,2025-08-30 12:04:34,"-3.5004,173.4906",ILLEGAL TURN,Bus,5.0,4
VIO-001905,2025-08-06 05:25:13,UNKNOWN,ILLEGAL TURN,Truck,1.0,4
VIO-001906,2025-08-19 02:19:50,"41.9688,-107.2443",ILLEGAL PARKING,Sedan,2.0,1
VIO-001907,2025-07-06 19:47:43,UNKNOWN,ILLEGAL TURN,Sedan,3.0,4
VIO-001908,2025-06-05 18:13:31,"-87.8757,114.2210",ILLEGAL PARKING,Sedan,4.0,1
VIO-001909,2024-11-02 04:32:57,"-17.9751,-84.0256",ILLEGAL TURN,Motorcycle,4.0,4
VIO-001910,2025-04-15 16:23:32,"-47.0501,-108.4657",RED LIGHT,Sedan,1.0,5
VIO-001911,2025-04-14 01:21:42,"-25.8200,63.7729",RED LIGHT,Sedan,4.0,5
VIO-001912,2025-05-25 16:24:09,"73.0750,133.3530",ILLEGAL TURN,Motorcycle,2.0,4
VIO-001913,2025-01-29 02:55:09,"-63.6112,-163.0989",SPEEDING,Motorcycle,4.0,3
VIO-001914,2025-03-05 19:14:09,"-78.6430,127.3174",SPEEDING,Bus,2.0,3
VIO-001915,2024-12-25 23:24:31,UNKNOWN,ILLEGAL PARKING,Sedan,1.0,1
VIO-001916,2024-12-13 10:23:11,"46.1508,-76.0014",NO SIGNAL,Van,2.0,2
VIO-001917,2025-03-03 23:31:20,"-55.8936,69.5301",NO SIGNAL,Sedan,4.0,2
VIO-001918,2025-05-20 19:51:01,"26.4590,-97.1910",NO SIGNAL,Bus,3.0,2
VIO-001919,2025-07-10 05:10:18,"-80.5957,16.8930",SPEEDING,Bus,4.0,3
VIO-001920,2025-07-21 10:40:22,UNKNOWN,NO SIGNAL,Van,5.0,2
VIO-001921,2024-12-02 11:21:28,"79.3401,-91.9018",NO SIGNAL,Van,2.0,2
VIO-001922,2025-04-17 01:22:54,"53.5557,163.4741",RED LIGHT,Bus,4.0,5
VIO-001923,2025-08-22 17:43:53,"63.0154,-42.0314",ILLEGAL PARKING,Van,2.0,1
VIO-001924,2025-09-14 11:38:40,UNKNOWN,ILLEGAL PARKING,Van,2.0,1
VIO-001925,2025-08-13 06:23:41,"25.2643,152.0789",ILLEGAL PARKING,Truck,1.0,1
VIO-001926,2025-03-28 23:02:36,"-59.7432,-88.0328",ILLEGAL PARKING,Sedan,1.0,1
VIO-001927,2025-10-10 11:23:10,"-11.2960,82.0343",ILLEGAL PARKING,Motorcycle,2.0,1
VIO-001928,2024-11-13 00:26:03,"-73.0235,124.8860",NO SIGNAL,Truck,5.0,2
VIO-001929,2025-07-07 21:19:56,"-39.2262,138.9537",SPEEDING,Bus,1.0,3
VIO-001931,2025-03-09 04:23:08,"51.5654,152.7711",ILLEGAL TURN,Truck,3.0,4
VIO-001932,2025-08-25 10:32:56,"59.7926,8.4374",ILLEGAL PARKING,Van,3.0,1
VIO-001933,2025-06-05 23:35:27,"35.4558,-42.4302",SPEEDING,Bus,2.0,3
VIO-001935,2025-06-27 09:39:12,"57.9373,131.5998",ILLEGAL PARKING,Van,2.0,1
VIO-001937,2024-11-10 21:53:16,"48.2240,92.5552",ILLEGAL TURN,Motorcycle,3.0,4
VIO-001938,2025-06-19 17:22:35,"-61.6423,-135.2558",NO SIGNAL,Truck,4.0,2
VIO-001939,2025-04-17 10:54:37,"-86.9076,-150.2131",SPEEDING,Van,5.0,3
VIO-001940,2025-08-02 12:16:03,"54.9468,164.5981",RED LIGHT,Sedan,1.0,5
VIO-001941,2025-06-01 17:09:37,"73.3515,148.1795",RED LIGHT,Van,1.0,5
VIO-001942,2025-07-05 04:18:27,"-36.2722,-125.0572",ILLEGAL TURN,Bus,3.0,4
